;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"81";"357";"446";"527";"580";"592";"606";"611";"533";"377";"302";"287";"288";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"166";"277";"412";"434";"476";"551";"565";"576";"647";"568";"464";"447";"455";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"360";"499";"492";"532";"646";"818";"884";"996";"1.573";"1.212";"1.090";"1.038";"1.043";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.813";"5.104";"5.392";"5.427";"5.447";"5.655";"5.805";"5.832";"6.904";"8.753";"9.962";"10.481";"11.015";
;"    Rheinland-Pfalz";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.166";"9.161";"10.053";"10.192";"10.317";"10.452";"10.548";"10.638";"11.108";"11.388";"12.030";"12.197";"12.355";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.477";"1.960";"1.843";"1.713";"1.618";"1.516";"1.457";"1.391";"1.112";"1.097";"1.278";"1.379";"1.404";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.027";"1.426";"1.541";"1.654";"1.676";"1.687";"1.657";"1.611";"1.211";"889";"937";"939";"939";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.125";"2.578";"2.974";"3.058";"3.135";"3.179";"3.114";"3.125";"3.343";"3.043";"2.261";"2.167";"2.139";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.107";"1.458";"1.937";"1.987";"2.083";"2.228";"2.386";"2.487";"2.964";"3.146";"3.397";"3.403";"3.373";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"642";"382";"465";"519";"574";"642";"748";"836";"1.156";"1.466";"1.768";"1.717";"1.738";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"788";"1.357";"1.293";"1.261";"1.231";"1.200";"1.186";"1.188";"1.322";"1.747";"2.389";"2.592";"2.762";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.619";"7.864";"8.623";"8.737";"8.845";"8.963";"9.038";"9.121";"9.423";"9.572";"10.092";"10.220";"10.336";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.407";"1.889";"1.764";"1.638";"1.548";"1.443";"1.396";"1.332";"1.063";"1.056";"1.250";"1.353";"1.377";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.015";"1.364";"1.492";"1.586";"1.598";"1.612";"1.586";"1.542";"1.159";"853";"900";"906";"907";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.109";"2.506";"2.861";"2.942";"3.020";"3.047";"2.974";"2.977";"3.228";"2.917";"2.159";"2.079";"2.051";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.087";"1.408";"1.854";"1.895";"1.990";"2.133";"2.290";"2.380";"2.794";"2.993";"3.267";"3.268";"3.248";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"569";"299";"373";"416";"444";"507";"601";"696";"921";"1.263";"1.562";"1.523";"1.538";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"432";"398";"279";"260";"245";"221";"191";"194";"258";"490";"954";"1.091";"1.215";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.681";"3.678";"4.055";"4.134";"4.205";"4.292";"4.323";"4.354";"4.451";"4.355";"4.309";"4.285";"4.432";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"136";"215";"195";"169";"167";"138";"144";"127";"48";"42";"53";"60";"63";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"472";"538";"520";"549";"538";"534";"513";"482";"279";"150";"153";"161";"155";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"620";"1.555";"1.713";"1.729";"1.745";"1.734";"1.653";"1.599";"1.563";"1.271";"801";"744";"762";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"668";"874";"1.177";"1.220";"1.289";"1.408";"1.515";"1.589";"1.792";"1.726";"1.705";"1.695";"1.713";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"427";"195";"240";"266";"279";"311";"375";"430";"613";"843";"981";"918";"928";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"358";"301";"210";"201";"187";"167";"123";"127";"156";"323";"616";"707";"811";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.681";"3.489";"3.902";"3.970";"4.068";"4.118";"4.156";"4.174";"4.319";"4.111";"3.821";"3.736";"3.639";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"136";"112";"110";"89";"88";"66";"70";"53";"12";"10";"5";"3";"5";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"472";"487";"479";"491";"498";"468";"457";"426";"248";"118";"84";"86";"74";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"620";"1.528";"1.691";"1.707";"1.730";"1.704";"1.622";"1.557";"1.529";"1.205";"686";"620";"589";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"668";"868";"1.173";"1.217";"1.287";"1.404";"1.511";"1.584";"1.774";"1.694";"1.623";"1.604";"1.539";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"427";"195";"240";"266";"279";"310";"374";"429";"604";"808";"916";"849";"817";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"358";"299";"209";"200";"186";"166";"122";"125";"152";"276";"507";"574";"615";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"189";"153";"164";"137";"174";"167";"180";"132";"244";"488";"549";"793";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"103";"85";"80";"79";"72";"74";"74";"36";"32";"48";"57";"58";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"51";"41";"58";"40";"66";"56";"56";"31";"32";"69";"75";"81";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"27";"22";"22";"15";"30";"31";"42";"34";"66";"115";"124";"173";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"6";"4";"3";"2";"4";"4";"5";"18";"32";"82";"91";"174";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"";"";"";"";"1";"1";"1";"9";"35";"65";"69";"111";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"2";"1";"1";"1";"1";"1";"2";"4";"47";"109";"133";"196";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.472";"3.476";"3.813";"3.808";"3.809";"3.841";"3.860";"3.885";"4.070";"4.179";"4.470";"4.583";"4.699";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.147";"1.468";"1.415";"1.310";"1.219";"1.166";"1.119";"1.059";"908";"911";"1.087";"1.177";"1.179";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"502";"707";"818";"870";"903";"929";"922";"924";"765";"611";"646";"648";"667";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"447";"776";"919";"956";"1.003";"1.027";"1.041";"1.080";"1.375";"1.378";"1.108";"1.100";"1.107";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"275";"427";"535";"529";"541";"555";"586";"606";"758";"939";"1.157";"1.153";"1.192";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"68";"81";"117";"135";"135";"158";"183";"204";"242";"303";"384";"401";"434";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"33";"17";"9";"8";"8";"6";"9";"12";"22";"37";"88";"104";"120";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"302";"400";"426";"460";"464";"449";"438";"454";"462";"434";"449";"453";"475";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"89";"163";"106";"113";"109";"97";"85";"97";"81";"84";"93";"99";"117";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"24";"70";"94";"103";"91";"87";"87";"71";"76";"40";"51";"54";"50";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"25";"89";"135";"152";"163";"162";"148";"163";"158";"119";"88";"73";"72";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"104";"61";"84";"84";"90";"85";"99";"97";"125";"146";"145";"155";"152";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"50";"8";"3";"4";"8";"16";"17";"25";"21";"37";"59";"59";"67";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"10";"9";"4";"4";"3";"2";"2";"1";"1";"8";"13";"13";"17";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"164";"310";"329";"335";"367";"381";"417";"428";"440";"604";"864";"899";"730";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"35";"43";"48";"46";"53";"42";"48";"49";"26";"19";"17";"17";"18";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"17";"49";"60";"64";"66";"62";"64";"65";"39";"52";"50";"43";"35";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"17";"86";"94";"105";"109";"124";"132";"135";"132";"149";"162";"162";"110";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"40";"46";"58";"62";"70";"85";"90";"88";"119";"182";"260";"265";"191";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"24";"15";"13";"11";"22";"22";"26";"37";"45";"80";"138";"145";"109";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31";"71";"56";"47";"47";"46";"57";"54";"79";"122";"237";"267";"267";
;;"    Ohne ärztliche Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"547";"1.297";"1.430";"1.455";"1.472";"1.489";"1.510";"1.517";"1.685";"1.816";"1.938";"1.977";"2.019";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"70";"71";"79";"75";"70";"73";"61";"59";"49";"41";"28";"26";"27";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"12";"62";"49";"68";"78";"75";"71";"69";"52";"36";"37";"33";"32";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"16";"72";"113";"116";"115";"132";"140";"148";"115";"126";"102";"88";"88";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"20";"50";"83";"92";"93";"95";"96";"107";"170";"153";"130";"135";"125";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"73";"83";"92";"103";"130";"135";"147";"140";"235";"203";"206";"194";"200";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"356";"959";"1.014";"1.001";"986";"979";"995";"994";"1.064";"1.257";"1.435";"1.501";"1.547";
;"    Saarland";" Tätigkeitsbereiche insgesamt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.204";"2.921";"3.154";"3.183";"3.236";"3.266";"3.243";"3.235";"3.348";"3.388";"3.418";"3.500";"3.531";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"629";"695";"662";"629";"589";"556";"480";"447";"396";"430";"455";"494";"508";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"395";"488";"486";"498";"522";"518";"527";"497";"392";"315";"292";"299";"307";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"391";"786";"897";"918";"931";"942";"923";"925";"923";"784";"593";"582";"575";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"374";"413";"544";"567";"610";"645";"695";"720";"836";"849";"827";"826";"801";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"178";"129";"154";"163";"182";"198";"217";"243";"358";"419";"480";"479";"463";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"237";"410";"411";"408";"402";"407";"401";"403";"443";"591";"771";"820";"877";
;;"    Mit ärztlicher Tätigkeit";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.934";"2.486";"2.701";"2.726";"2.764";"2.766";"2.756";"2.747";"2.746";"2.715";"2.745";"2.818";"2.830";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"622";"683";"650";"615";"576";"538";"470";"437";"385";"415";"453";"491";"504";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"387";"484";"477";"488";"511";"507";"517";"483";"380";"300";"290";"298";"303";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"380";"771";"882";"901";"913";"914";"896";"905";"895";"764";"584";"577";"569";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"360";"399";"525";"543";"579";"611";"663";"688";"787";"816";"811";"810";"786";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"136";"97";"114";"130";"142";"154";"171";"192";"251";"330";"408";"414";"413";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"49";"52";"53";"49";"43";"42";"39";"42";"48";"90";"199";"228";"255";
;;"       Ambulant";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"755";"963";"1.157";"1.181";"1.207";"1.202";"1.199";"1.207";"1.211";"1.183";"1.171";"1.180";"1.176";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58";"57";"58";"45";"38";"39";"30";"24";"11";"13";"17";"22";"21";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"178";"145";"151";"152";"162";"149";"139";"122";"69";"43";"44";"50";"47";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"177";"435";"502";"514";"504";"485";"462";"453";"423";"350";"227";"210";"216";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"206";"236";"345";"361";"393";"413";"442";"459";"484";"477";"470";"464";"434";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"94";"47";"57";"67";"75";"81";"99";"115";"181";"221";"253";"255";"258";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"42";"43";"44";"42";"35";"35";"27";"34";"43";"79";"160";"179";"200";
;;"          Niedergelassen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"755";"914";"1.100";"1.129";"1.146";"1.155";"1.158";"1.165";"1.164";"1.078";"1.002";"986";"976";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"58";"25";"31";"24";"12";"18";"15";"7";"2";"2";"3";"3";"2";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"178";"136";"135";"137";"140";"136";"121";"111";"56";"33";"26";"27";"22";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"177";"429";"490";"501";"494";"474";"456";"441";"403";"313";"189";"170";"173";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"206";"235";"343";"358";"390";"412";"440";"457";"482";"462";"429";"418";"399";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"94";"46";"57";"67";"75";"80";"99";"115";"179";"204";"235";"237";"230";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"42";"43";"44";"42";"35";"35";"27";"34";"42";"64";"120";"131";"150";
;;"          Angestellt";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"49";"57";"52";"61";"47";"41";"42";"47";"105";"169";"194";"200";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"32";"27";"21";"26";"21";"15";"17";"9";"11";"14";"19";"19";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"9";"16";"15";"22";"13";"18";"11";"13";"10";"18";"23";"25";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"6";"12";"13";"10";"11";"6";"12";"20";"37";"38";"40";"43";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"2";"3";"3";"1";"2";"2";"2";"15";"41";"46";"35";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"1";"";"";"";"1";"";"";"2";"17";"18";"18";"28";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"";"";"";"";"";"";"";"";"1";"15";"40";"48";"50";
;;"       Stationär";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.077";"1.399";"1.418";"1.411";"1.421";"1.435";"1.420";"1.412";"1.419";"1.409";"1.439";"1.500";"1.523";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"529";"589";"563";"541";"510";"481";"422";"405";"370";"396";"430";"461";"477";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"202";"314";"305";"319";"329";"333";"351";"345";"305";"253";"237";"240";"249";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"195";"299";"337";"335";"356";"382";"388";"399";"432";"381";"343";"350";"340";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"121";"146";"156";"158";"161";"171";"189";"194";"250";"282";"289";"300";"309";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"25";"43";"50";"53";"60";"64";"61";"65";"58";"92";"122";"125";"122";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5";"8";"7";"5";"5";"4";"9";"4";"4";"5";"18";"24";"26";
;;"       In Behörden/Körperschaften u. a.";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"45";"52";"56";"56";"57";"57";"59";"55";"51";"57";"52";"53";"51";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3";"5";"7";"5";"6";"5";"6";"1";"4";"3";"6";"8";"6";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1";"11";"6";"6";"5";"8";"10";"6";"1";"";"2";"1";"2";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5";"21";"25";"26";"28";"25";"22";"24";"14";"12";"4";"5";"5";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"21";"12";"15";"14";"14";"15";"16";"19";"25";"35";"26";"20";"18";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14";"3";"3";"5";"4";"4";"5";"5";"7";"7";"13";"18";"18";
;;;"    66 Jahre und älter";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1";"";"";"";"";"";"";"";"";"";"1";"1";"2";
;;"       In sonstigen Bereichen";" Alle Altersgruppen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"57";"72";"70";"78";"79";"72";"78";"73";"65";"66";"83";"85";"80";
;;;"    Unter 35 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"32";"32";"22";"24";"22";"13";"12";"7";"";"3";"";"";"";
;;;"    35 bis unter 40 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6";"14";"15";"11";"15";"17";"17";"10";"5";"4";"7";"7";"5";
;;;"    40 bis unter 50 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3";"16";"18";"26";"25";"22";"24";"29";"26";"21";"10";"12";"8";
;;;"    50 bis unter 60 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"12";"5";"9";"10";"11";"12";"16";"16";"28";"22";"26";"26";"25";
;;;"    60 bis unter 66 Jahre";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3";"4";"4";"5";"3";"5";"6";"7";"5";"10";"20";"16";"15";
